payers_tin,recipients_tin,payers_name,payers_add,payers_city,payers_state,payers_cont,payers_zip,payers_phn_no,recipient_name,rec_street,rec_cit,rec_stat,rec_cont,rec_zip,rec_acc,one_a,one_b,two_a,caledar_year,two_b,two_c,two_d,two_e,two_f,three,four,five,six,seven,eight,nine,ten,twle,trten,forten,fiften,sixten,company_name,coid
920-75-7019,932-85-2883,Landon Hubbard,"28040 Davis Via
West Rachelchester, NV 45518",Oceanside,South Carolina,"Korea, South",98153,352.589.8649,Brittanie St. Pierre,94578 Klein Alley Suite 882,Miramar,Arizona,Algeria,16517,HEIO81104849056651,58444.97,92259.04,68105.31,1994,96673.87,51113.31,13312.71,16410.27,37700.57,343.06,10334.42,18047.28,31173.13,50286.96,US,54580.86,57006.06,31936.4,41650.92,CA,730-52-9004,13787.39,Zions Bancorporation,ZION
914-78 2579,903-89 5721,Alysia Brison,"3018 Wood Summit Apt. 357
New Melissa, HI 11440",Jackson,Utah,Saint Kitts and Nevis,10951,(788)400-1078,Courtney Robinson,7040 Cardenas Forge Apt. 903,Cedar Rapids,Alaska,Mozambique,13795,MSQC95511220014923,39783.23,57865.25,6072.5,2014,44446.78,56004.55,39513.19,88604.26,46749.34,67805.02,1496.64,18794.51,20944.67,8073.73,US,32942.68,33672.18,17071.37,12865.69,NM,778-59-6439,88252.72,Hamilton Lane,HLNE
966 79-5273,968-74-9647,Haylee Bell,"8199 Herrera Crest
East Ricardoburgh, NV 03326",Alexandria,Tennessee,Portugal,90869,(293)282-6481,Amarita Hatuni,748 Sarah Village Suite 788,Whittier,Florida,Turkey,14135,AMYX40585092964565,38654.76,95293.35,89752.12,1992,65079.67,6261.9,74627.72,73558.6,60684,88243.64,71010.14,20786.79,56450.5,6422.05,US,31721.75,67343.48,71681.72,45710.22,MH,404-77-0556,14684.81,Spirit Realty Capital,SRC
959 79-0989,951 85-7231,Chris Morgan,"232 Joshua Extensions Apt. 399
Walkerhaven, AK 49950",Buffalo,Indiana,Armenia,83472,648.951.3143,Brian Clarke,9035 Jeremy Villages Apt. 056,Pueblo,Pennsylvania,Guinea,71656,LDBQ73382629273672,2998.13,91805.15,96344.43,2017,97148.39,58822.7,59218.15,91183.51,22795.21,22955.37,93196.61,10681.14,76754.86,8973.07,US,84144.17,19733.99,41266.75,83798.23,TX,661-15-4300,31368.83,Wintrust Financial,WTFC
916-70-0151,994-76 1112,Percy Fontenette,"14326 Smith Well
Williamton, PR 04788",Simi Valley,Wisconsin,Djibouti,28017,+1-858-302-9305,Shionta Carter,45399 Jeremiah Dale Suite 114,Seattle,North Dakota,Nepal,16688,NGXR42112371279359,13794.48,51147.95,72868.76,2007,77069.08,67371.67,89875.92,51533.74,17616.64,75552.96,8241.32,7912.36,68820.08,158.31,US,67376.19,36961,81492.6,84560.77,NJ,815-52-5785,7857.63,GXO Logistics,GXO
991 71-0812,915-85-3090,Kelci Wagner,"47896 Lewis Shoal
Richside, NC 46256",El Cajon,Hawaii,Zimbabwe,37695,5988411652,Cece Street,7877 Rodriguez Isle,Vallejo,New Jersey,Mozambique,3654,MUAE31522224181340,88432.64,66295.67,52450.62,2004,11636.56,52397.28,90896.08,58486.37,177.74,66918.17,94050.13,19515.91,46839.85,44185.58,US,54370.35,16484.99,80861.63,53983.5,PA,159-46-9343,29458.17,ESAB,ESAB
930 81-7008,984-79-7452,Hugo Carrera,"18120 Carter Station
Carolynborough, NH 11891",Wichita,Wisconsin,Montenegro,48954,001-890-809-1318,Tess N James Addison,7465 Sutton Grove Suite 987,Kansas City,New Jersey,Sudan,61959,UJEG31707601812289,11942.13,52056.28,88525.72,2000,37236.49,41734.33,63331.58,84612.94,46473.3,23660.85,91473.87,41917.28,5887.32,73396.25,US,57466.63,47384.93,85532.35,34220.5,NM,386-83-8407,92498.48,EnLink Midstream,ENLC
959-84 7158,972 89-4691,Rachel Rodgers,"05992 Christy Tunnel
South Brittany, IL 40864",Mobile,Nevada,"Korea, South",59357,276-317-1862,Renior Young,11587 Daniel Isle,Yakima,Connecticut,Dominican Republic,26311,GYFD39706059164903,95665.33,1273.22,88390.74,2013,33972.32,96357.81,12048.86,17032.12,58886.97,48760.73,63563.69,58978.92,66296.66,25931.28,US,91180.5,77570.11,80996.19,33103.43,CT,491-98-7154,57097.41,NewMarket Corp,NEU
903-82-3004,963 73-1113,Eemanuel Fonseca,"27914 Jennifer Mills Apt. 129
Lake Josephville, AS 50591",Medford,Arkansas,Djibouti,70078,677.379.2207,Tasha Jenkins,512 Schwartz Branch,Albany,Hawaii,Grenada,45946,IVMG85868724040605,22151.56,89931.73,23678.79,1990,25326.42,84924.73,61226.1,9984.12,66839.94,27223.17,68918.87,48157.7,32347.34,78539.59,US,84051.76,45378.27,58200.75,91771.45,OR,480-10-8473,91262.37,Mueller Industries,MLI
903 73 4770,999 82 0624,Kiearre Williams,"88205 Sanchez Roads Apt. 740
Williamchester, WI 74076",Whittier,Wyoming,Yemen,57880,(496)653-8982,Cecil Mullins,510 Watts Extension Suite 826,Winston-Salem,Hawaii,Saudi Arabia,51110,FPIX60604426152619,25380.32,84340.88,90900.59,2001,94972.63,17989,50482.1,26729.23,6745.24,11893.31,49057.66,20427.12,55984.03,85158.35,US,23236.4,77604.98,47241.54,31066.16,LA,356-18-9913,4012.61,Frontier Communications,FYBR
992-72 4646,944-77 4219,Nikki Carpenter,"32707 Howard Falls
Lake Jessicachester, OR 87210",Wilmington,Hawaii,Bhutan,13795,+1-460-649-2324,Olivia Cook,7583 Hanson Grove Suite 115,Provo,Alabama,South Sudan,10484,ERFJ59743026988947,86046.04,67080.28,6810.62,2015,66847.34,16939.64,53395.22,21581.16,51491.25,7631.39,94119.9,48683.56,65534.6,23745.08,US,75359.49,23833.06,26126.32,42308.7,AK,393-05-7948,25116.65,Flowserve,FLS
996 80-6852,994-82 0390,Martini Bell,"2654 Ellis Plaza
Petersview, UT 13475",Edmond,Kansas,Australia,80697,857-484-3577,Lisa Navarre,26018 Matthew Inlet,Bellflower,Wyoming,"Korea, North",97654,GDLV99327287957693,60876.44,48440.83,2218.33,1993,1612.35,26072.5,53918.13,95811.04,1531.72,31746.64,54017.92,36952.96,89654.43,7908.45,US,44991.05,58856.87,91038.67,47079.39,UT,257-51-6768,75265.81,Element Solutions,ESI
981 74-4592,913-82 2208,James Case,"34512 Joseph Point Suite 823
New Connor, MT 04023",Oklahoma City,Wyoming,Honduras,57608,001-216-267-9320,Susan Hitchcock,476 Jessica Plaza,El Cajon,South Carolina,Austria,57928,LXXL82908434958854,94361.81,73145.84,43686.08,2005,45499.71,76163.14,56371.96,62546.37,6680.72,83032.1,74575.15,64369.38,8416.03,48878.63,US,79564.39,8961.49,53644.27,11475.46,HI,377-93-3679,69963.28,Macy's,M
955 74 3188,967-81 4667,Brittany Landry,"1725 Kim Square Apt. 900
Kimville, MT 35030",Cape Coral,Arizona,Libya,60763,+1-715-844-1841,Onis ,762 Evans Burg Suite 555,New Rochelle,North Carolina,Estonia,67358,JCQL35646926445537,2151.88,50450.36,79071.22,2018,49517.44,85382.99,96675.85,46995.32,20207.21,21112.11,30516.51,17507.8,8650.21,83919.86,US,89039.91,29159.4,1047.61,70622.2,CT,057-09-2996,42545.03,FTAI Aviation,FTAI
927-79 5642,929-76 7220,Janice Berger,"4996 Smith Vista
Robertsland, NJ 57051",Ogden,Massachusetts,Tunisia,46017,001-312-693-8555,Cherry Jones,91780 Amanda Station Suite 544,Lynchburg,Colorado,Bhutan,92864,XKTR58924634606598,33753.51,35689.15,31149.6,2017,40920.81,4035.18,88448.34,16684.15,61342.67,97840.62,48337.17,22116.93,88334.87,3387.02,US,12353.92,61796.07,44109.06,22355.65,SC,274-05-7414,63876.27,VF Corporation,VFC
932 74 4161,970 74-1695,Zach Netterville,"9914 Valerie Valley
North Noahland, CT 30261",Atlanta,Colorado,Paraguay,38067,877-666-1188,Bubba Pope,26122 Peterson Spring,Fort Collins,Georgia,Morocco,98030,JMRZ23252654243123,83425.64,97729.59,10125.56,1992,80543.82,45402.02,72505.5,51933.44,77392.31,24369.02,32729.45,6276.1,40642.77,32855.21,US,15375.59,76301.93,18339.55,59738.59,VA,433-96-6772,7097.3,Red Rock Resorts,RRR
900-71 6619,910-81 4845,Seless Scott,"656 Jones Via Suite 018
New Ericville, VA 99753",Plantation,Maine,Sudan,11852,764-433-9143,Chrisdy Rodgers,5676 Walsh Brook,Long Beach,Kentucky,Cambodia,91666,FXTX20338674733247,21025.42,76928.86,42185.28,2017,21242.2,44645.95,69937.99,42835.37,73133.91,43223.83,55241.25,25180.61,74255.5,4789.64,US,18514.43,21856.59,22917.57,32507.3,CT,369-98-6637,16155.99,OneMain Financial,OMF
926-84 0512,921-86-9808,Scott Smith,"815 Collins Forges Suite 415
Chelseyburgh, MO 45143",Jacksonville,Missouri,Iraq,51389,9657834295,Brenton Ellis,7672 Newton Run,Charleston,Michigan,Djibouti,73880,DRHW48350285145710,52441.02,56280.19,42259.66,1990,23041.71,93768.29,14687.22,67256,28127.26,99530.45,37297.31,78974.15,16630.98,36929.51,US,71471.22,54296.11,84312.35,92324.93,NH,870-58-0454,61136.93,Whirlpool,WHR
954 78-5318,973 80 8130,Charlotte Mcwhorter Rosario,"2784 Stevens Square
Scottside, VA 83078",Beaumont,Alabama,Timor-Leste,82101,326-334-9518,Gia Hasan,7731 White Meadows,Arvada,Mississippi,Moldova,56637,DTRV65414072945950,47401.57,97567.9,7615.9,2005,97963.04,57309.99,46977.73,48233.35,43608.45,34816.85,51755.8,18273.06,7328.82,80419.57,US,58466.77,97840.39,15509.74,67773.3,OK,214-33-0168,34988.5,R1 RCM,RCM
920 74 8132,991 71-0812,Haden Willis,"438 Michael Isle Suite 577
New Lisaside, WI 61045",Iowa City,Michigan,Singapore,8312,001-862-892-1114,Doris Scivic,33304 Rodgers Station,Lee's Summit,New Hampshire,Slovakia,99415,WDBA09532329254274,99254.25,516.25,11839.01,1995,91006.39,63813.78,68780.91,38413.92,95421.17,25793.15,51269.6,35662.05,71084.79,9255.89,US,69775.31,33447.38,10262.36,59779.27,RI,527-85-6976,90170.88,First American,FAF
941 70-1643,953 79 6929,Marisa Kilgore,"433 Adam Loop
Valerieborough, HI 08275",Lincoln,Ohio,Brunei,59079,267-703-0473,Horace Royal,1438 Joy Villages,Canton,North Dakota,Afghanistan,3870,WHVK11415173864506,77134.6,87253.42,83482.71,2019,4201.25,92336.65,5791.99,26826.16,12064.54,83039.05,55318.02,81777.35,42710.46,49651.68,US,91806,33289.81,85569.38,9221.92,KS,367-65-5900,82072.48,Littelfuse,LFUS
987 80-6036,930 81-7008,Herbert Tolbert,"2040 Connor Prairie
South Jodistad, PA 35405",Asheville,Washington,Tunisia,25967,440-627-4301,Cory Richard,46791 Joyce Ports,Avondale,New Mexico,Lebanon,11770,UTJN27744444617155,55815.15,22944.99,3923.9,2010,2915.38,7493.5,55513.04,75009.74,83847.9,66491.29,76202.97,3303.85,84393.34,87587.79,US,8247.33,5756.07,60185.65,68260.65,MH,109-94-1443,2062.78,Prosperity Bancshares,PB
931 72-1478,994-86-1690,Dnesha Brown,"2728 David Extensions
West Alexandrashire, GA 36281",Durham,New Jersey,Djibouti,4218,001-763-992-1013,Jonathan Williams,49471 Gardner Circles Suite 579,Suffolk,Tennessee,Guinea-Bissau,82704,JERH81507076985930,41055.53,56258.58,69373.14,2011,94934.99,80164.8,58907.83,76193.57,5791.31,7373.37,12580.13,94918.12,23445.05,72283.19,US,84527.83,70884.52,65943.99,39365.49,TX,356-52-7713,32093.36,Meritage Homes,MTH
990-88-9864,947 78 5918,Liv Howlett,"6431 Choi Island Apt. 089
Martinezchester, VT 10393",Burbank,Minnesota,Bangladesh,1030,377.447.8025,Eva Leanna,01930 Byrd Falls Suite 717,Hayward,Utah,Poland,67192,PMWV28342350882638,58708.96,31949.64,9846.62,2020,19062.79,82741.88,90984.19,34206.48,14697.38,47078.53,14468.3,10615.95,50454.24,64567.34,US,31111,54085.48,90441.83,38356.13,PW,258-20-5193,66148.6,Valvoline,VVV
975-86-5809,911 80-6665,Helen Mark,"67959 Joshua Route Suite 208
Williamshire, TN 95697",Fullerton,California,Poland,18777,+1-204-296-1746,Jessica Albert,49601 Hart Divide Suite 417,Surprise,Virginia,Yemen,55091,BFHX09317454281214,66923.61,33716.08,41313.03,2008,25960.38,14797.84,40337.07,83250.35,38995.71,63241.69,73558.61,19214.63,76350.23,27088.7,US,94027.68,36231.06,46114.81,24673.97,FL,754-77-9203,63330.43,Inspire Medical Systems,INSP
918 84 9170,979-72 8038,Shane Reed,"44188 Robinson Knolls
East Karahaven, NH 25050",Lawrence,Wisconsin,Vietnam,84121,4137013466,Mason Marbury,2915 Ryan Roads Suite 693,South Bend,Vermont,United Arab Emirates,37553,XYGQ62137540053663,89967.04,86515.27,42378.54,2006,41570.03,35809.07,54219.56,51544.43,31199.52,35867.73,85451.01,82663.51,29659.37,49115.69,US,30738.01,17995.54,18982.71,69767.54,CT,302-06-9167,40893.44,MGIC Investment,MTG
993 85 0314,980-75-6744,Jordan Tatum,"5462 John Plains Apt. 063
South Miranda, AZ 70366",Henderson,Alabama,Mauritius,30488,650-476-0587,Christopher Horton,4597 Mitchell Parkway Suite 410,Roseville,Kentucky,Vietnam,32043,AEPR82988699127061,6595.55,21904.83,34357.4,2009,35046.75,47074.54,82441.74,84249.28,2901.07,33513.77,19166.96,28191.92,73899.61,93130.56,US,88973.15,20491.02,7703.45,83746.73,WA,708-06-2067,20741.69,Agree Realty,ADC
964-86 5237,958-73-4070,Whitney Warren Hunt,"549 Lauren Drives
Heatherburgh, MH 85778",Canton,New Jersey,Saint Lucia,43696,001-973-978-2086,Genesis Allen,61867 Thompson Parkway Apt. 488,Portland,Oklahoma,South Africa,23388,IEDR10029564067179,31425.08,28978.55,15727.54,2006,49718.81,59546.28,55109.26,32314.14,27563.98,8673.28,53957.5,12576.48,48622.39,35647.06,US,50749.94,68653.43,49276.57,12295.32,NH,661-50-7542,77151.61,Synovus,SNV
938-73-1606,934 76-3125,Melissa Moore,"9951 Brandon Shores Suite 643
Johnsonside, SD 13869",New Rochelle,Mississippi,Iran,39575,879-424-1110,Peggy Christiansen,74636 Brown Roads,Oceanside,Maine,Switzerland,45977,YSYU79451051495356,24045.79,21764.78,25998.12,2013,1804.74,54652.04,61450.86,28834.89,54979.63,54733.84,56588.5,51983.78,30639.78,62811.72,US,56433.13,49191.01,99745.96,47243.66,WV,427-43-2838,42570.27,Allegro MicroSystems,ALGM
973 71-8787,946-86 0097,Peedy Willis,"2685 Yang Path Suite 721
North Sarah, MD 62844",Yakima,Texas,Sao Tome and Principe,12971,895.970.6412,Rose Sipp,9184 Flores Prairie Suite 298,Shreveport,Kansas,Solomon Islands,38363,RIWG75506674255886,47968.66,4054.72,47411.08,1993,12702.65,12052.31,23846.01,76366.86,17612.32,87219.19,6318.45,23701.81,89668.19,84280.48,US,86096.18,4829.17,80408.02,92478.82,TN,023-17-5457,40353.61,Nexstar Media Group,NXST
962 71 5065,955-85-6010,Ronald Wallace,"3260 Kim Fords Apt. 279
South Victoriahaven, MI 05601",San Angelo,Kansas,Uzbekistan,23432,(245)781-5348,Chelsea Barnard,635 Donald Island,Buffalo,Alaska,Eritrea,14272,UBGJ18697801995664,10328.62,84502.91,13377.74,2010,68205.81,92677.92,56405.45,92159.62,24305.2,78409.85,59353.9,19430.36,47231.75,87525.76,US,37614.18,76792.27,68580.45,8456.08,DE,650-96-4657,54748.06,Louisiana-Pacific,LPX
956-81 1131,919-71-3993,Yesenia Hernandez,"24556 Smith Plaza Suite 181
Lauramouth, AZ 68148",Federal Way,Massachusetts,Somalia,31537,473-883-3959,Gerson Misael Maquin,4814 Spencer Junctions,Aurora,North Dakota,Croatia,74417,VYSJ71963296885418,23876.74,10587.7,73163.96,2004,5667.3,44329.7,21398.3,36093.89,7530.63,55319.98,77821.87,26035.28,8923.13,60359.74,US,79435.32,95535.86,13715.51,78939.72,NH,102-60-8487,10654.47,DoubleVerify,DV
902-88 9584,979 77-6598,Dee Willis,"935 Jessica Centers
East Travisland, VT 97908",Dayton,New York,Nepal,12317,654.769.7825,Linda Brown,90025 Lewis Shores Suite 967,Cincinnati,Louisiana,Belgium,83744,SETJ67517211469212,6925.81,37237.09,34811.71,2005,938.45,24134.3,89133.65,71252.79,89652.7,31818.3,28546.83,98597.98,37010.34,74717.15,US,13072.68,51208.63,72862.18,31801.11,MT,526-77-9101,96017.99,Sonoco,SON
960 75 2886,948-87 9636,Michael Wittenberg,"5454 George Plaza Suite 819
Veronicaville, OR 48431",Detroit,Rhode Island,Bhutan,68044,609-576-4559,Johnnie Collins,98524 Gardner Garden,Little Rock,Kansas,Sri Lanka,98747,GOOO82649615468736,74333.94,7522.29,37389.89,2004,91908.52,92804.85,77807.45,42667.92,1826.17,47394.67,12191.47,58182.62,42.71,30419.83,US,72294,82593.96,93288.79,56182.08,ME,315-73-3759,48789.51,BOK Financial,BOKF
935-72 4122,948 71-7316,Anorreia Willis,"17867 Gilbert Estates
New Larry, HI 88023",Canton,Maryland,Monaco,44351,748-453-7015,Devonte Allen,079 Beverly Inlet Suite 050,Wyoming,Missouri,India,42085,MWDC07055576937953,22870.22,16930.16,84488.64,1997,45845.02,97.87,18692.51,76948.12,80233.95,65076.58,54967.65,97480.02,91305.32,46167.76,US,52898.08,62216.86,34903.04,12692.72,VA,298-06-2287,54165.54,DT Midstream,DTM
999 88-8326,903-82-3004,Ethel Comeaux,"86722 Miller Expressway Suite 741
Herreraside, KY 46856",Abilene,Minnesota,Mauritania,47646,(314)870-9731,Scott Hall,915 Stevens Isle Suite 870,Moreno Valley,New York,Vietnam,19821,VXRF01123080343801,98734,51633.89,38908.68,2017,61264.2,49811.26,56922.64,63805.04,72223.57,47109.99,50191.94,71469.36,50966.19,64070.16,US,18539.81,6027.35,69409.85,1583.32,WY,003-42-9323,57143.5,Option Care Health,OPCH
993-77-6359,901-89-7414,Todd Malmberg,"6577 Tiffany Creek
Karenville, SD 71229",Cedar Rapids,Kansas,Belgium,36939,001-452-368-0536,Joey Fowler,776 Powell Unions Suite 714,Springfield,Oregon,Bulgaria,15464,IVWP94553755785130,59352.97,95920.42,64752.74,1992,67663.53,55908.56,63232.3,32464.18,53596.28,49707.59,74204.46,35504.99,93673.76,65702.6,US,19396.91,45607.77,30458.43,5179.14,OH,351-18-2542,43913.58,Terreno Realty,TRNO
988-85 4011,904-71-0976,Jonathan Vallet,"PSC 9732, Box 6488
APO AA 52558",Clifton,New Mexico,Maldives,89935,001-896-316-2096,Nikkie Plaid,1332 Philip Wells,Cranston,Nebraska,Spain,14753,DWFA85591208969885,57159.65,22484.31,71402.73,2012,31033.8,21869.06,47956.71,87938.2,63009.47,57887.15,88200.62,50280.4,36580.92,26069.93,US,16217.69,90812.28,8202.77,75955.61,MH,722-87-1196,94598.75,Harley-Davidson,HOG
911-87 4030,903-82 0048,Bradley Anderson,"611 Santiago Bridge
Weeksville, IA 19922",Schenectady,Washington,Australia,37822,760-549-0378, কানামাছি মিথ্যা,230 Curry Ridge,Waterbury,Arizona,Russia,88815,HJXY61063576402035,48779.62,63710.74,37390.39,2000,71384.69,64093.96,73623.75,34464.14,6104.76,6956.92,44119.35,86013.49,74269.44,2268.68,US,36032.25,40490.92,83548.27,79795.31,OH,006-96-7750,95622.79,Nuvalent,NUVL
959 71-3851,920-71 2539,Katherine Riggs,"407 West Lodge Suite 460
East Benjaminberg, HI 65673",Rochester Hills,Indiana,Morocco,88959,(461)865-5287,رجل لايعرف المستحيل,201 Parks Terrace Apt. 922,El Cajon,Alabama,Kenya,8074,SVPW04728903819847,58033.02,36607.96,29611.65,1996,57847.73,69387.15,94528.93,80971.88,87535.09,66280.22,62156.06,27280.98,47746.67,87617.16,US,34816.4,36395.03,51614.55,8924.33,CT,480-13-9653,60614.82,Blueprint Medicines,BPMC
939-88-0763,984 70-1030,Brodrick Patin,"50229 Baker Cliffs Suite 722
Port Ralph, IN 71814",Charleston,New Jersey,Japan,24566,763-993-1847,Yungkyng Dexstar,6357 Walker Ports,Auburn,Florida,Sri Lanka,88122,NJAV88701648383374,30977.42,39656.83,74549.32,1995,12246.95,38516.82,53046.55,94163.7,97944.91,67492.51,98875.89,91595.88,89594.88,51066.7,US,73598.92,98300.04,45189.86,12016.86,CO,008-56-5460,886.5,Smartsheet,SMAR
988 83-1188,909-81 1754,Connie Solar,"35451 Olson Courts Suite 571
Melvinmouth, ND 73623",Pawtucket,Tennessee,Georgia,94920,(423)487-1192,Rose Thomas,3451 Cathy Dale,Louisville,Ohio,United Arab Emirates,96415,OMXF86828498944665,33480.83,28433.63,32912.86,1992,30851.49,6031.06,36638.78,34642.79,35534.21,78153.59,32231.97,10449.42,34247.62,94369.7,US,38565.69,68866.22,49130.18,33718.04,OH,394-24-3729,78235.35,Tenable,TENB
961-85-1291,961 86 2955,Joey Fowler,"99461 Terri Forest
East Kyle, MO 29239",Indianapolis,Kansas,Somalia,41786,+1-522-904-7221,Jan Mclin,513 Richard Well,Champaign,Wyoming,Laos,88259,WLSZ01813037128107,84999.1,93545.86,57171.37,2003,21128.85,1212.74,74348.47,83839.59,33320.89,73768.49,12088.44,63869.52,19267.98,46983.8,US,82958.4,17626.33,85703.13,40591,MP,734-88-6218,29271.37,Beacon Roofing Supply,BECN
997-88 6944,903 85 5009,Jessica Albert,"508 Jones Mills Suite 605
Veronicaview, AK 83846",Naperville,Wisconsin,Azerbaijan,9428,267-339-8711,Meshalia Tolbert,84244 Boyd Highway Apt. 404,Augusta,Pennsylvania,Australia,98096,VHIS21249680242353,99427.19,499.87,93053.45,2005,40146.14,66565.67,60559.09,82378.42,19994.89,99347.75,29357.14,41297.88,42644.63,89845.03,US,37244.88,6356.11,9005.19,3985.77,AK,381-81-6561,56487.54,Freshworks,FRSH
981-76-3995,936 86 8495,John Stewart,"8498 Christopher Manors
East Kylemouth, NY 34359",Alexandria,North Carolina,Sao Tome and Principe,8570,307-560-6467,Mark Lay,331 Monica Station,Santa Clara,Missouri,Comoros,13708,YCVB36038963452748,10089.22,37566.21,98718.74,2020,99228.07,78625.49,23683.88,96752.5,10419.49,95624.28,26222.68,49236.07,25433.19,67931.09,US,22897.49,66965.63,90059.94,62303.23,GU,121-26-1702,69959.71,Casella Waste Systems,CWST
954-79 2611,937-72-0775,Lacey Font,"1192 Juan Path
Lake Jenniferchester, MO 62913",Macon,South Carolina,Norway,83744,(240)360-3950,Lacey Marie,32789 Angela Stream Suite 186,Mesa,Tennessee,Estonia,89204,SFCH38909071486932,82045.06,83039.9,99315.56,2006,15345.4,50728.42,2511.29,55433.65,27698.32,4313.7,51498.51,49926.59,44266.2,62679.37,US,33317.16,79163.94,5014,97238.63,WY,563-13-1087,62821.45,Lancaster Colony Corporation,LANC
990-74-2448,947-78-3570,اسماء زبن,"Unit 8662 Box 6249
DPO AP 79386",Yonkers,Colorado,Armenia,15838,001-437-391-7059,Pujalame Jainsa,438 Shaw Shores,Winston-Salem,Connecticut,Madagascar,98945,PWVM15621066398371,65153,12603.78,38396.23,2021,86935.74,63934.73,74288.04,55087.79,89149.24,52132.09,99135.08,52618.31,57813.11,86920.21,US,6036.65,73240.48,42607.15,71637.41,NJ,250-50-9974,39279.01,MSC Industrial Direct,MSM
957 86-0986,944 88-3170,Briana Norrias,"87865 Hogan Dam
Guzmanland, ME 94573",South Gate,Oregon,Cyprus,76820,5077071867,Hunnybee Travels,0576 Melinda Glen Suite 524,Lewisville,West Virginia,Portugal,84428,CXBE15707043998711,37074.38,97236.95,83929.23,2010,30369.47,72585.34,28349.57,18541.77,85411.02,47157.02,46181.96,97933.17,49478.14,24355.38,US,21712.41,46474.33,43797.49,49153.88,VT,771-36-4458,23430.16,Restoration Hardware,RH
984 80 5061,973 79 3980,John Ross,"55968 Bailey Corner Apt. 231
Lake Alexanderland, MN 62160",Cheyenne,Pennsylvania,Burkina Faso,75413,431.765.1277,Nancy Scott,140 Curtis Wells,Albany,Tennessee,Greece,10605,WFRA80827703425221,61710.48,3821.93,29076.44,1992,75488.21,78667.88,48573.32,89340.9,40326.18,36781.6,78675.46,26412.24,62985.5,93295.52,US,37341.16,86000.68,34109.66,43875.36,GU,151-19-6101,91142.27,Madrigal Pharmaceuticals,MDGL
969 82 3036,915 77-8412,Frances Mollere,"14460 Brian Heights
Roseland, AR 49576",Murrieta,New Jersey,Turkey,32553,(496)588-8762,Azia Lovely,29323 Angela Harbors,Roswell,Florida,"Korea, North",96366,QBMR89051146416329,35339.25,30549.97,13171.65,1994,9853.84,82487.16,25658.28,90437.87,95869.85,32562.86,70226.46,38211.67,49384.03,97887.08,US,84101.97,15101.68,28259.16,50586.49,SC,368-97-4121,63846.76,Alcoa,AA
901-87 3901,979 77 6191,Dominique Allen,"97359 Stein Oval Suite 419
Lake Christinatown, FM 46316",Fort Lauderdale,Alabama,Singapore,92886,(246)338-9769,Bernie Campo,112 Butler Ranch Apt. 183,Daly City,Colorado,Jamaica,20372,CQXU62157765973677,62494.11,52605.87,85139.17,2018,26850.21,46001.47,45688.33,52308.19,15799.29,94337.11,9482.54,95522.52,49004.3,55729.26,US,90679.22,4442.63,58456.39,99961.66,AL,813-12-3925,15230.89,Revolution Medicines,RVMD
950-76 2305,950-70 9246,Chris Ferguson,"97011 Jessica Viaduct
Tammystad, CT 25113",Youngstown,Kansas,United Kingdom,67201,(457)690-7202,Seless Scott,662 Mejia Route,San Ramon,New Hampshire,China,65513,MXJA93491854807612,19536,84477.44,68837.67,2007,94684.33,1634.55,94938.21,77586.53,90724.95,31929.94,34075.74,91911.43,8586.15,57862.84,US,88441.72,29080.15,48020.93,89994.9,NC,227-57-5661,96148.14,Planet Fitness,PLNT
901 73-5896,988 79-8628,Will Smith,"PSC 3300, Box 5233
APO AE 37232",Loveland,Nebraska,Afghanistan,11770,001-508-938-2584,Romessia Lewis,49468 Bennett Fields Suite 326,Naperville,Michigan,Trinidad and Tobago,8570,TUFV34138334066463,17943.4,73171.87,70675.72,2010,23259.51,98635.1,69058.79,83747.59,76068.66,14013.58,78509.37,21430.4,27204.77,34077.39,US,93157.3,3480.51,14500.11,85955.46,AS,181-39-7711,11135.96,Thor Industries,THO
997 72-7452,931-81-5461,Alexis Anderson,"8865 Johnson Land Suite 242
North David, AR 97354",Boulder,Nebraska,Saint Kitts and Nevis,84174,(514)882-0971,Ethel Comeaux,5465 Kennedy Port,Oklahoma City,Massachusetts,Thailand,27259,UUQJ85381962843289,32565.09,64190.73,66580.24,2018,12228.56,30277.03,53959.32,52717.1,11803.6,89297.3,44297.24,65994.81,22199.18,62677.96,US,64125.84,54552.05,30628.05,40750.39,WA,008-59-3332,5208.78,Zurn Water Solutions,ZWS
986 81 6462,928-85-7926,Anaya Green,"07356 Moore Ridges Apt. 355
Lake Matthew, NJ 09267",Sparks,Kentucky,Slovakia,54101,3809156109,Donalacia Marks,894 Jonathon Turnpike Suite 442,Augusta,Minnesota,Maldives,3704,RQMR34028590395052,19946.56,70605.68,73321.48,1995,25918.71,59494.4,140.52,21830.86,12199.56,42094.36,34219.63,41544.4,78660.3,98822.46,US,26307.71,71180.97,40593.35,25829.85,AK,498-55-0743,46437.33,Varonis,VRNS
937-85 2880,957-79-0638,Jay Lanclos,"211 Ortega Summit
Ellishaven, SC 20279",Baldwin Park,Minnesota,El Salvador,44624,243.357.1358,Xuân Mai Lý,63062 Kenneth Corner Suite 940,Rock Hill,Wisconsin,Botswana,67975,SMBS55339044526406,22007.18,98024.73,16482.61,2013,59411.74,37650.72,31603.78,85205.76,77704.34,55334.9,38640.4,26152.94,26353.83,38364.53,US,52120.28,54429.33,8570.72,7655.73,HI,016-20-0423,901.97,SM Energy,SM
